Index,ID,Query,SmilesRan,Error,Exp_Value:_-Log10(mol/L),Pred_Value:_-Log10(mol/L),Exp_Value:_mg/L,Pred_Value:_mg/L,
1608,C_IBNVXYBXIIZRJQ-UHFFFAOYSA-N,C(OC=1C(=C2C(C(C(C2=C(C1O[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],[H]OC=1C([H])=C2C(=C([H])C1OC([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],,N/A,4.06,N/A,14.45,bmse010368
1609,C_ULFVFBFRDRFLDD-UHFFFAOYSA-N,C(C(OC(C(=C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])O[H])[H])[H])[H])OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])[H])[H])OC([H])([H])[H])=O)([H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C(OC=2C(OC([H])([H])[H])=C([H])C([H])=C([H])C2OC([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])=C1OC([H])([H])[H],,N/A,6.05,N/A,0.34,bmse010369
1610,C_XLKSWQITVIPHGD-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1OC(=C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])[H])C(O[H])([H])[H])OC([H])([H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])=C(OC=2C(OC([H])([H])[H])=C([H])C([H])=C([H])C2OC([H])([H])[H])C([H])([H])O[H],,N/A,5.22,N/A,1.98,bmse010370
1611,C_PRNBUFSGABYIIJ-UHFFFAOYSA-N,C(C(OC(C(=C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H])[H])OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])[H])[H])[H])=O)([H])[H])([H])([H])[H],[H]OC=1C(OC([H])([H])[H])=C([H])C(C([H])=C(OC=2C([H])=C([H])C([H])=C([H])C2OC([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])=C([H])C1OC([H])([H])[H],,N/A,6.06,N/A,0.33,bmse010371
1612,C_ZRKQVDJEYKEFPO-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C(=C(C(=O)[H])OC=2C(=C(C(C(=C(C(=O)[H])OC=3C(=C(C(C(=C(C(=O)[H])[H])[H])=C(C3OC([H])([H])[H])[H])[H])[H])[H])=C(C2OC([H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C(OC2=C([H])C([H])=C(C([H])=C(OC3=C([H])C([H])=C(C([H])=C([H])C([H])=O)C([H])=C3OC([H])([H])[H])C([H])=O)C([H])=C2OC([H])([H])[H])C([H])=O)C([H])=C1OC([H])([H])[H],,N/A,N/A,N/A,N/A,bmse010372
1613,C_PTJROOQGBFJBNR-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C2(C(C(=O)[H])(C=3C(=C(C(=C(C(=O)[H])[H])[H])C(=C(C3O2)OC([H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC=3C(OC([H])([H])[H])=C([H])C(C([H])=C([H])C([H])=O)=C([H])C3C2([H])C([H])=O,,N/A,7.5,N/A,1.13E-02,bmse010373
1614,C_FHRVWMUANLCTEE-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C2(C(C(O[H])([H])[H])(C=3C(=C(C(=C(C3O2)OC([H])([H])[H])[H])C(=O)[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC=3C(OC([H])([H])[H])=C([H])C(C([H])=O)=C([H])C3C2([H])C([H])([H])O[H],,N/A,5.96,N/A,0.36,bmse010374
1615,C_HUAYJJHXAMWYKY-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C2(C(C(O[H])([H])[H])(OC3=C(C(=C(C(=C3OC([H])([H])[H])[H])C(=O)[H])[H])C=4C(=C(C(=C(C4O2)OC([H])([H])[H])[H])C(=O)[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC3=C(OC([H])([H])[H])C([H])=C(C([H])=O)C([H])=C3C=4C([H])=C(C([H])=O)C([H])=C(OC([H])([H])[H])C4OC2([H])C([H])([H])O[H],,N/A,7.55,N/A,1.37E-02,bmse010375
1616,C_SGRRPSBKBJVKJE-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])OC([H])([H])[H])[H])C2(C(C(O[H])([H])[H])(C=3C(=C(C(=C(C(O[H])([H])[H])[H])[H])C(=C(C3O2)OC([H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC3=C(OC([H])([H])[H])C([H])=C(C([H])=C([H])C([H])([H])O[H])C([H])=C3C2([H])C([H])([H])O[H],,N/A,6.56,N/A,0.11,bmse010376
1617,97399-82-1,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C(C(C(O[H])([H])[H])(OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])C3(C4(C(OC(C=5C(=C(C(=C(C5[H])OC([H])([H])[H])O[H])[H])[H])(C4(C(O3)([H])[H])[H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H])[H])(O[H])[H])[H])([H])([H])[H],OC1=CC=C(C=C1OC)C(O)C(OC2=C(OC)C=C(C=C2OC)C3OCC4C(OCC34)C5=CC=C(O)C(OC)=C5)CO,,N/A,7.03,N/A,5.39E-02,bmse010377
1618,C_UYNCCRHOWNHDMT-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C(C(C(O[H])([H])[H])(OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])C3(C(C(O[H])([H])[H])(C=4C(=C(C(=C(C(=O)[H])[H])[H])C(=C(C4O3)OC([H])([H])[H])[H])[H])[H])[H])[H])OC([H])([H])[H])[H])(O[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C(OC([H])([H])[H])C([H])=C(C([H])=C2OC([H])([H])[H])C3([H])OC=4C(OC([H])([H])[H])=C([H])C(C([H])=C([H])C([H])=O)=C([H])C4C3([H])C([H])([H])O[H])C([H])([H])O[H],,N/A,7.89,N/A,7.53E-03,bmse010378
1619,C_GKUAMHFOTKRSPN-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])OC([H])([H])[H])[H])C(C2(C(OC(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H])(C2(C(OC(C4=C(C(=C(C(=C4[H])[H])O[H])[H])[H])=O)([H])[H])[H])[H])([H])[H])[H])(O[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)OC([H])([H])C2([H])C([H])(OC([H])([H])C2([H])C([H])(O[H])C3=C([H])C(OC([H])([H])[H])=C(O[H])C(OC([H])([H])[H])=C3[H])C4=C([H])C(OC([H])([H])[H])=C(O[H])C(OC([H])([H])[H])=C4[H],,N/A,7.07,N/A,4.69E-02,bmse010379
1620,C_JVQPMSYMHZSFNV-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C(C(C(O[H])([H])[H])(OC2=C(C(=C(C(=C(C(O[H])([H])[H])[H])[H])C(=C2OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H])(O[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC=2C(OC([H])([H])[H])=C([H])C(C([H])=C([H])C([H])([H])O[H])=C([H])C2OC([H])([H])[H])C([H])([H])O[H],,N/A,5.93,N/A,0.47,bmse010380
1621,C_LNJSBNXWGBWDBP-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C2(C(C(O[H])([H])[H])(OC3=C(C(=C(C(=C(C(O[H])([H])[H])[H])[H])C(=C3O2)[H])[H])OC([H])([H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC=3C([H])=C(C([H])=C([H])C([H])([H])O[H])C([H])=C(OC([H])([H])[H])C3OC2([H])C([H])([H])O[H],,N/A,6.44,N/A,0.14,bmse010381
1622,C_PNWVFJGJKJOSBG-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1O[H])[H])[H])C2(C(C(O[H])([H])[H])(OC3=C(C(=C(C(=C(C(=O)[H])[H])[H])C(=C3O2)[H])[H])OC([H])([H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC=3C([H])=C(C([H])=C([H])C([H])=O)C([H])=C(OC([H])([H])[H])C3OC2([H])C([H])([H])O[H],,N/A,6.95,N/A,4.16E-02,bmse010382
1623,C_HLMKHZHLATZBPY-UHFFFAOYSA-N,C(C(OC(C(=C(C1=C(C(=C2C(=C1[H])OC(C=3C(=C(C(=C(C3[H])OC([H])([H])[H])O[H])[H])[H])(C(C(O[H])([H])[H])(O2)[H])[H])OC([H])([H])[H])[H])[H])[H])=O)([H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C2([H])OC=3C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])=C(OC([H])([H])[H])C3OC2([H])C([H])([H])O[H],,N/A,7.14,N/A,3.01E-02,bmse010383
1624,C_RRHOGCUQOGFHFO-UHFFFAOYSA-N,C(C(=O)OC(C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])(OC2=C(C(=C(C(=C(C(=O)[H])[H])[H])C(=C2OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H])([H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC=2C(OC([H])([H])[H])=C([H])C(C([H])=C([H])C([H])=O)=C([H])C2OC([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.91,N/A,5.51E-02,bmse010384
1625,35863-57-1,C(C(=O)OC(C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])(OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],O=C(OCC(OC=1C=CC=CC1OC)C(OC(=O)C)C2=CC=C(OC)C(OC)=C2)C,,N/A,6.06,N/A,0.37,bmse010385
1626,C_NBLOHVOLKDDZFT-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C1OC(C(O[H])([H])[H])(C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H])=O)[H])OC([H])([H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C(=O)C([H])(OC=2C(OC([H])([H])[H])=C([H])C([H])=C([H])C2OC([H])([H])[H])C([H])([H])O[H],,N/A,5.02,N/A,3.59,bmse010386
1627,C_XDNOWOQHNYLXLZ-UHFFFAOYSA-N,C(C(C1=C(C(=C(C(=C1[H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(O[H])[H])[H])[H])[H])(O[H])[H])([H])([H])[H],[H]OC([H])([H])C([H])(OC1=C([H])C([H])=C(C([H])=C1[H])C([H])(O[H])C([H])([H])[H])C([H])(O[H])C2=C([H])C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2[H],,N/A,5.23,N/A,2.06,bmse010387
1628,C_ZSURNHPJCNIWDL-UHFFFAOYSA-N,C(C(C1=C(C(=C(C(=C1[H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C([H])C1OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C2=C([H])C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H],,N/A,6.83,N/A,7.08E-02,bmse010388
1629,C_WFTOIRORPUJMIN-UHFFFAOYSA-N,C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.5,N/A,0.16,bmse010389
1630,C_OVBNMTOKMLVXNV-UHFFFAOYSA-N,C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(O[H])[H])[H])[H])[H])(O[H])[H])([H])([H])[H],[H]OC([H])([H])C([H])(OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])([H])[H])C([H])(O[H])C2=C([H])C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2[H],,N/A,5.44,N/A,1.38,bmse010390
1631,99-96-7,C=1(C(=C(C(=C(C1C(O[H])=O)[H])[H])O[H])[H])[H],O=C(O)C1=CC=C(O)C=C1,,N/A,3.17,N/A,92.62,bmse010395
1632,832-01-9,C(OC1=C(C(=C(C(=C1[H])[H])C(=C(C(=O)OC([H])([H])[H])[H])[H])[H])[H])([H])([H])[H],O=C(OC)C=CC1=CC=C(OC)C=C1,,N/A,5.14,N/A,1.4,bmse010396
1633,C_SFLMUHDGSQZDOW-UHFFFAOYSA-N,C(OC=1C(=C(C(=C(C(O[H])([H])[H])[H])[H])C(=C(C1OC2(C(C(C(C(C(O[H])([H])[H])(O2)[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])([H])([H])[H],[H]OC([H])([H])C([H])=C([H])C1=C([H])C([H])=C(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C(OC([H])([H])[H])=C1[H],,N/A,4.16,N/A,23.68,bmse010420
1634,NOCAS_859218,C(OC=1C(=C(C(=C(C(O[H])([H])[H])[H])[H])C(=C(C1OC2(C(C(C(C(C(O[H])([H])[H])(O2)[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])OC([H])([H])[H])[H])[H])([H])([H])[H],OCC=CC1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C(OC)=C1,,N/A,4.23,N/A,21.78,bmse010421
1635,C_MJOQJPYNENPSSS-UHFFFAOYSA-N,C(C(=O)OC1(C(OC(C(C1(OC(C([H])([H])[H])=O)[H])(OC(C([H])([H])[H])=O)[H])(OC(C([H])([H])[H])=O)[H])([H])[H])[H])([H])([H])[H],[H]C([H])([H])C(=O)OC1([H])OC([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])OC(=O)C([H])([H])[H],,N/A,4.03,N/A,29.72,bmse010422
1636,C_OBKFRABCXVCDJO-UHFFFAOYSA-N,C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])[H])[H])[H])(O[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])(O[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.34,N/A,1.68,bmse010423
1637,C_XUONWDDRRQREJK-UHFFFAOYSA-N,C(C(C1=C(C(=C(C(=C1[H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])[H])[H])[H])(O[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2[H])C([H])(O[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.5,N/A,1.07,bmse010424
1638,C_GVJUMDNJCJDHDS-UHFFFAOYSA-N,C(C(C1=C(C(=C(C(=C1[H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C([H])C1OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C2=C([H])C([H])=C(OC(=O)C([H])([H])[H])C(OC([H])([H])[H])=C2[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H],,N/A,6.93,N/A,5.89E-02,bmse010425
1639,C_YEQCQNSINUSEDU-UHFFFAOYSA-N,C(C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])OC([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C(OC([H])([H])[H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.82,N/A,8.58E-02,bmse010426
1640,C_STSCGTJENSEZFQ-UHFFFAOYSA-N,C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.73,N/A,9.91E-02,bmse010427
1641,C_CRVXJSNSTGEXDX-UHFFFAOYSA-N,C(=C(C1=C(C(=C(C(=C1[H])[H])OC2(C(C(C(C(C(O[H])([H])[H])(O2)[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])(C(O[H])([H])[H])[H],[H]OC([H])([H])C([H])=C([H])C1=C([H])C([H])=C(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H],,N/A,4.04,N/A,28.71,bmse010428
1642,C_GGRJTIYRTYNNBM-UHFFFAOYSA-N,C(C(=O)OC(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])([H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(C2=C([H])C([H])=C(OC(=O)C([H])([H])[H])C(OC([H])([H])[H])=C2[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.59,N/A,0.13,bmse010430
1643,C_GZIGKGUZECBHIT-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.4,N/A,0.18,bmse010432
1644,C_HSDUVUCAPISCRA-UHFFFAOYSA-N,C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)OC([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H])OC([H])([H])[H])[H])([H])([H])[H],[H]C=1C(OC([H])([H])[H])=C(OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C2=C([H])C(OC([H])([H])[H])=C(OC(=O)C([H])([H])[H])C(OC([H])([H])[H])=C2[H])C(OC([H])([H])[H])=C([H])C1C([H])([H])[H],,N/A,6.33,N/A,0.24,bmse010433
1645,C_VPZOOBUFNSKRBM-UHFFFAOYSA-N,C(C(=O)OC(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C=3C(=C(C(=C(C3[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H])([H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(C3=C([H])C([H])=C(OC(=O)C([H])([H])[H])C(OC([H])([H])[H])=C3[H])C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse010434
1646,C_FLMXETAPDQPBDR-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(OC(C([H])([H])[H])=O)([H])[H])(C(C2=C(C(=C(C(=C2[H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C([H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,6.48,N/A,0.14,bmse010435
1647,C_REKOGSXPQPHQSK-UHFFFAOYSA-N,C(C(=O)OC(C(C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C([H])([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])(OC(C([H])([H])[H])=O)[H])([H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C(OC([H])([H])[H])C1OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],,N/A,5.11,N/A,2.95,bmse010436
1648,C_NQSILNOBWAKAKK-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])(O[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])(O[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.62,N/A,0.74,bmse010437
1649,C_HNYPHLUXZLFQKB-UHFFFAOYSA-N,C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])[H])OC([H])([H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C(OC([H])([H])[H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.23,N/A,2.14,bmse010438
1650,C_OMXHDGHZPQOXPB-UHFFFAOYSA-N,C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H])(O[H])[H])[H])OC([H])([H])[H])[H])([H])([H])[H],[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C(OC([H])([H])[H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,N/A,4.82,N/A,5.98,bmse010439
1651,C_VISWMAQOXPXSFO-UHFFFAOYSA-N,C(C1=C(C(=C(C(=C1[H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.63,N/A,0.72,bmse010440
1652,C_YSTMZRWSODWPJQ-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C=2C(=C(C(=C(C2[H])OC([H])([H])[H])O[H])[H])[H])(O[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])(OC2=C([H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.46,N/A,1.17,bmse010441
1653,C_AWLMTDODKBTTRQ-UHFFFAOYSA-N,C(C1=C(C(=C(C(=C1[H])OC([H])([H])[H])OC(C(O[H])([H])[H])(C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])(O[H])[H])[H])OC([H])([H])[H])[H])([H])([H])[H],[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])(O[H])C([H])(OC2=C(OC([H])([H])[H])C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,N/A,5.46,N/A,1.17,bmse010442
